Unnamed: 0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,sadness,feelings,topic,age
81770,marc reis,new kid on the block,2015,hip hop,quiet piss somebody like motherfucker long fee insecurities stand bite hand feed wear lie inside head best friend heart bleed fellow break glass fake reflection time real respect word speak go clone feel know heart america blood hand fight defend right maintain lifestyle insult family existence special salute high pompous assholes spend days point finger fuck quiet piss somebody like heartbeat country antagonize long damn count generous hypocrisy collect enemies tabloid gossip queen worthless need bury selfish agenda right grave time real respect word speak go clone east high society look foundation constantly remind action cause problems point finger direction blame nation win elections contribute fuck thing country criticize excuse obscene ignore untrue depictions admit mistake hurt sure quiet piss somebody wear lie inside head best friend heart bleed fellow break glass fake reflection time real respect word speak go clone,141,0.000598086,0.3533559669936415,0.000598086,0.07496504,0.000598086,0.000598086,0.000598086,0.1042110461513917,0.1171599297612712,0.000598086,0.097158755,0.000598086,0.000598086,0.1020369762296332,0.1110292788028697,violence,0.071428571
55909,willie bobo,fried neck bones and some home fries,1966,jazz,sweet caress graze skin loveless hook sink disguise insect prey mandibles like knife reckon form cloud shroud louder tattered wing sound descend come swarm locusts sky converge choke feast souls consume harvest young suffer unto locust surrender vein bleed devour sacred string pull marionettes dance wind beget pestilence form cloud shroud louder tattered wing sound descend come swarm locusts sky converge choke feast souls consume harvest young suffer unto locust bleed eye plague send erase bleed inside vermin infiltrate appear hold candle hark angels sing form cloud shroud louder tattered wing sound tear veil lie derail purity prevail trumpet sound shatter crown halos truth surround charade come come swarm locusts sky converge choke feast souls consume harvest young suffer unto locust,121,0.001283697,0.3030436946500657,0.001283697,0.001283697,0.001283697,0.001283697,0.026358477,0.001283697,0.001283697,0.1665467259311843,0.001283697,0.3857596953417123,0.1003196485254225,0.001283697,0.001283697,violence,0.7714285714285715
33290,warren zevon,for my next trick i'll need a volunteer,2000,country,woman want look disappear trick need volunteer pull rabbit pull disappear trick need volunteer step right trick need volunteer trick need volunteer step right trick need volunteer lonely trick play spotlight fade plan fall apart lonely hell magic spell break heart chain escape better cause late disappear trick need volunteer lonely trick play spotlight fade plan fall apart lonely hell magic spell break heart woman wanna look disappear trick need volunteer step right trick need volunteer trick need volunteer step right trick need volunteer,84,0.000907441,0.000907441,0.000907441,0.047611885,0.1902738017097559,0.000907441,0.038069995,0.000907441,0.2025899650522816,0.000907441,0.000907441,0.045384072,0.000907441,0.3905050535046079,0.000907441,sadness,0.2857142857142857
40613,nina simone,black is the color of my true love's hair,1959,blues,black color true hair face soft wondrous fair purest eye strongest hand grind stand grind stand black color true hair true hair true hair lover know grind go time come pray time come black color true hair true hair true hair,41,0.001349528,0.4467355644179897,0.001349528,0.0554708,0.001349528,0.001349528,0.3298680057118992,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.021658517,violence,0.8714285714285714
19753,saweetie,icy grl,2018,pop,stop stop guap white toe flipflops manicure pedicure tiptop lie need stop cause wifey haters wanna fight white hand clean hittas move sheisty gucci bitch unlikely wrist look charge minute cause time pricey yeah boss judge vibe feel energy stack paper steadily live luxury look mirror thank beef enemy friend girls weird stay clear live drama free live comfortably goals meet team try grind mental bleed tryna weed tryna week save invest right company dream like child take custody obstacles slow buffer mold time cause suppose niggas close cause know hold probably solo meet make move sanity yeah team summer couple setbacks bounce recover clique real small make move head better view like catch overseas country hennessy chill beach count couple server bring receipt double check expense messy neat thats girl number stunner girl cuban cash money mama din bahamas eat fettucini pasta scallop lobsters time hoe speak like know bitch niggas gucci feet shit bitch,156,0.000572082,0.1104881998027789,0.1085326896128926,0.000572082,0.032162072,0.012710722,0.000572082,0.000572082,0.4123975729366342,0.000572083,0.1194386584002345,0.000572082,0.02707261,0.000572082,0.000572082,obscene,0.028571429
11429,ice cube,the predator,1992,pop,stoppin stop killin kill somethin waitin repeat hide westside night stalker shit talker tell nigga everyday prey slay south central monkeywrench know bozack cause stavin fuck late night comin shit steady mobbin cause flavor good go neighborhood nigga album come fall sawedoff gauge turn chapter catch rapture know floor motherfuck billboard editor come predator repeat check head style fuck briseno wind koon pretty soon fuck like fuck kiss riot nothin diet fightin beast justice peace fuck niggas sick white trick treat right sight muslim resident vote farrakhan president white america tear asshole nigga black strollin suburb house douse cleanin trash floor motherfuck billboard editor come predator repeat come predator somethin waitin black showin hoin reiner kiss grit like diner meaner motherfuckin hyena chasin antelope chrome dome watch bust like cantaloupe stand rope hang talk dog slang ratatattat noggin cause cream like häagendazs chocolate crazy catch wreck flippin tongue like dadiggitydung dasefx cube rapper actor macker little problem redneck cracker tallywacker heller devil shitpacker comin crazy pitch statue liberty nothin lazy bitch wanna crack black racial rape floor motherfuck billboard editor predator repeat repeat indicate trap creature activate selfdestruct device destroy rainforest cover city block kaboom,195,0.000565931,0.1922459928573762,0.000565931,0.037033028,0.000565931,0.010736255,0.022673639,0.000565931,0.6472866917423212,0.000565931,0.059313966,0.000565931,0.000565931,0.000565931,0.000565931,obscene,0.4
24771,bruce cockburn,all the diamonds in the world,1974,country,diamonds world mean conjure wind sunlight sparkle aground harbour lose taste free thank send gullchased ship thousand years half world away die tree grow greener pray silver scale flash bright fade reeds shore like liquid ship come shin like swan sun ship come shin,44,0.001644737,0.001644737,0.3139778042970558,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.5552782082517251,0.1044281966590813,0.001644737,0.001644737,world/life,0.6571428571428571
45340,ufo,it's killing me,1981,blues,live inside bottle string line catch life rough tumble blind lead blind wish answer easy know leave know stay kill mystery kill mystery hide small talk hide pain back wall vain kill mystery kill mystery know hard guard single go fool live tell secret surrender defeat pass walk different beat kill mystery kill mystery kill mystery kill mystery kill mystery kill,61,0.001119821,0.4780350313907449,0.1155054443548062,0.001119821,0.001119821,0.001119821,0.001119821,0.2378488149632461,0.001119821,0.001119821,0.067952798,0.001119821,0.001119821,0.08498042,0.001119821,violence,0.5571428571428572
3405,the marvelettes,reachin' for something i can't have,1968,pop,reachin reachin reachin reachin reachin somethin cause pain need till hurt remain stand high society voice call need say cause live live poor reachin reachin help reachin reachin cause tell nothin place pride keep away reachin somethin cause pain need till hurt remain say things stay look forget begin love reachin reachin help reachin reachin nothin need reachin somethin cause pain need till hurt remain need want care close need,70,0.000956938,0.000956938,0.1106846507428707,0.000956938,0.1185687644477464,0.047661817,0.05966573,0.1450855850517414,0.1660916097585658,0.000956938,0.000956938,0.000956938,0.000956938,0.3249106213685726,0.000956938,sadness,0.7428571428571429
1129,brian hyland,paper doll,1961,pop,paper gonna paper fellows steal flirty flirty guy flirty flirty eye flirt dollies real come home night wait truest world paper fickleminded real live girl guess million dolls guess play game quarrel blue go away leave like dolls tell tough tough fall whatcha gonna,44,0.001697793,0.001697793,0.085671156,0.053223005,0.001697793,0.001697793,0.001697793,0.001697793,0.3183430737590338,0.1287361363095209,0.001697793,0.001697793,0.001697793,0.198240519,0.044805212,obscene,0.8428571428571429
3047,the beach boys,with me tonight (mono),1967,pop,dhat clothe shoe bottom jet board mall ball stay call cars foreign everytime club pop bottle dhat dhat body beemer dhat dhat condo beach live horse polo tell boys yolo benz black solo black orange snapback call ocho yeah kill kill loso south beach tonight champagne pollo club tonight pop momo watch step bottom spike feet call thirsty white gold chain lawd layovers private jet trippy mane like turrets shut mall buy hear tag yeah blow money fast money brooky cash biscayne blvd penthouse suite month salary blow week jewelry hum speak pull beach swagger stupid belt cold winter sue bahamas germany chainz neck hurt ball hard habour mall stable closet yeah draw gators vnecks birdy vans week toms onda weekend chardonnay inda nuvo inda even yeah spender money brooky ball till december ball cook money,136,0.000862813,0.1697913754956324,0.000862813,0.042101629,0.066743293,0.000862813,0.000862813,0.000862813,0.4004490263619117,0.079594077,0.216577091,0.000862813,0.000862813,0.014389755,0.000862813,obscene,0.7571428571428571
72003,david bowie,soul love,1972,rock,stone kneel grave brave give life save slogan hover headstone eye penetrate grieve girl talk word share word strong tear hearts sleep fleet hours morning careless choose sweep cross baby descend defenseless idiot spark fusion inspirations touch flame love soul priest taste word tell high reach loneliness evolve blindness surround careless choose sweep cross baby descend defenseless idiot spark fusion inspirations touch flame love,64,0.073514473,0.3063811396626777,0.2136154951231239,0.001461988,0.001461988,0.001461988,0.1836189734274079,0.001461989,0.001461988,0.001461988,0.001461988,0.1683823579783956,0.001461988,0.001461988,0.001461988,violence,0.6857142857142857
61686,groove armada,history (love mix),2010,jazz,ohhhh sorry turnin away past lookin better place lonely find wrong history repeat keep follow wrong sick history repeat keep turn start push mind forget things take throw away dream dream dream dream wrong history repeat keep follow wrong history repeat history repeat long,44,0.001422475,0.001422475,0.2031845218088563,0.1213056996383235,0.001422475,0.001422475,0.001422475,0.1364545438486152,0.1476456345675265,0.001422475,0.001422475,0.001422475,0.001422475,0.3714949480010086,0.001422475,sadness,0.1428571428571428
31626,lee roy parnell,if the house is rockin',1995,country,hold hold hello baby call party goin free hear music loud drive till crowd cars park doorbell bust knock real hard second think house rockin bother knockin house rockin bother knockin step right begin javalina sausage crawfish tennessee whiskey texas barbecue pretty little girls know dance doin alligator leopard skin pant tell gettin tonight invitation party light house rockin bother knockin house rockin bother knockin step right begin yeah start uncle birthday bash angels drop decide crash friendly havin ball racin teachin singin bear wild lungs house rockin bother knockin house rockin bother knockin step right begin come street sayin gotta turn sleep band record start groove drink mood wife come door poundin yellin smile say shut house rockin bother knockin house rockin bother knockin step right begin,128,0.02352129,0.044939857,0.000657895,0.061531147,0.014266851,0.000657895,0.018881847,0.000657895,0.314109208,0.000657895,0.3837730541229414,0.083545704,0.048852093,0.000657895,0.000657895,obscene,0.3571428571428571
28093,reba mcentire,somebody should leave,1984,country,sure get quiet kid silence put say read book watch die quietly know read somebody leave need kid need somebody leave hate hop need goodnight turn face wall darkness tear start fall goodbye come easily baby,36,0.057872635,0.3057466622016047,0.001547988,0.001547988,0.09021909,0.001547988,0.032979944,0.001547988,0.001547988,0.001547988,0.2317007872065546,0.001547988,0.001547988,0.193797384,0.069107645,violence,0.5142857142857142
77786,keane,bedshaped,2004,rock,time rainy roads live live bury laugh look away follow eye bedshaped legs stone knock door white light think know know know know think hold fall wayside understand things laugh look away follow eye bedshaped legs stone knock door white light think know know know white light think know know know,51,0.001169591,0.3182911406540267,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.4491284446284895,0.001169591,0.001169591,0.001169591,0.1224597975689652,0.001169591,0.092576757,0.001169591,violence,0.2285714285714285
1517,bobby vee,walkin' with my angel,1962,pop,walkin walkin whoauhoh cause awishin thata walkin walkin awhen strollin hand hand prettiest girl belong feel proud good walkin cloud walkin walkin strollin hand hand cause prettiest girl belong feel proud good walkin cloud walkin walkin walkin walkin yeah walkin walkin,41,0.001547988,0.001547988,0.001547988,0.001547988,0.031790641,0.001547988,0.1033380249124205,0.001547988,0.5009206389354184,0.041034547,0.001547988,0.066884703,0.001547988,0.001547988,0.1077271478826312,obscene,0.8285714285714286
12764,republica,ready to go,1996,pop,ready ready weird tear near away say go home stay tshirt dish dirt hurt crack yeah stand rooftops shout baby ready ready rooftops shout crack yeah stand rooftops have baby ready ready rooftops shout shout sleep deep week world mouth mouth drop drop deserve strange insane thing change crack yeah stand rooftops shout baby ready ready rooftops shout crack yeah stand rooftops have baby ready ready rooftops shout shout ready abuse confuse hurt hurt hurt hurt crack yeah stand rooftops shout baby ready ready rooftops shout crack yeah stand rooftops have baby ready ready rooftops shout crack baby ready baby ready baby ready baby ready baby ready baby ready baby ready baby ready baby ready,115,0.1910222748979685,0.3146681855985783,0.011460642,0.3130506775458572,0.066074721,0.000537057,0.000537057,0.000537057,0.000537057,0.000537057,0.000537057,0.000537057,0.015924043,0.081354773,0.000537057,violence,0.3428571428571428
13893,cat power,(i can't get no) satisfaction,2000,pop,drive come radio tellin bout useless information tryin mess magination watchin come tell white shirt cause smoke cigarettes rid globe doin signin tryin baby baby baby come lose streak rid globe doin signin tryin tryin,35,0.2858238747762736,0.002192983,0.002192982,0.002192982,0.002192982,0.002192982,0.002192982,0.002192983,0.4522817147480847,0.002192983,0.1917479046404792,0.002192982,0.002192982,0.002192982,0.002192982,obscene,0.2857142857142857
7032,kate bush,the kick inside,1978,pop,pull lace chintz know face genius send time read touch give moment give moment give give give give kick inside make leave quilt warm sister bear lose like arrow shoot killer bob knee mythology read come home moon meet give moment give moment give give give itgiving kick inside make leave quilt warm sister bear lose like arrow shoot killer pull lace chintz know face genius send time read,69,0.000974659,0.2964363441485813,0.4105603172486493,0.000974659,0.000974659,0.059809206,0.074338146,0.000974659,0.000974659,0.000974659,0.000974659,0.03439564,0.065135728,0.000974659,0.000974659,world/life,0.6
31107,dwight yoakam,pocket of a clown,1993,country,inside pocket clown place hang watch smile turn frown inside pocket clown inside heartache fool learn things teach school lessons real cruel inside heartache fool hollow lie disguise little drop truth fall eye hollow lie disguise little drop truth fall eye inside memory past live sweet dream start fade real fast inside memory past real place hang inside pocket clown,60,0.001074114,0.001074114,0.1361301663799604,0.001074114,0.001074114,0.044688179,0.023334552,0.001074114,0.2268971915945732,0.001074114,0.001074114,0.001074114,0.001074114,0.5539123169764013,0.001074114,sadness,0.3857142857142857
15859,breaking benjamin,until the end,2006,pop,clever endeavor walk wind stay longer feel grow stronger live fade away desolate surround easy fall apart completely feel creep head longer feel grow colder know come life begin lose lose live hard fuck lose lose final fight final fight final fight,42,0.001644737,0.191423536,0.2885178939774306,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.037882112,0.001644737,0.001644737,0.001644737,0.001644737,0.3322662596664671,0.069054207,sadness,0.2
9326,heart,what about love?,1985,pop,lonely wait pretend send make heart hide let try control forget want care slip away want share need someday tell feel inside sell want miss look life know right want care slip away want share want care slip away want share,41,0.001253133,0.001253133,0.069443103,0.001253133,0.001253133,0.001253133,0.001253133,0.1820147862479748,0.001253133,0.001253133,0.001253133,0.001253133,0.049790939,0.4654466973784283,0.026144594,sadness,0.5
66907,bargain music,cum down,2003,reggae,tell drop bone fit blue rock swine silent pond frog jump splash haiku palm island cryin judge view ballyhoo typhoons feisty critters knapsack steakhouse pitch black right stand magazine cover attack black plaque coca cola goons praise celebrate music bassoon head juice trick ashy knees plus pixie stick return favor wager layer flavor spit acapella rockstar singin rella chop gonna gonna gonna gonna gonna gonna tell judge fettucine spin life coppin tornadoes tell truth talk quote sleepin cavern wipe blood hand chew beef hear come saturn meditate speeches gold sand ugly beach lyric killer dumb tough brain chum hertz,99,0.001349528,0.4696711949844855,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.083196237,0.001349528,0.07397065,0.001349528,0.06374391,0.032265868,0.001349528,0.001349528,violence,0.2428571428571428
61542,between the buried and me,fossil genera (a feed from cloud mountain),2009,jazz,satellite sweet populous worry free entrance world history underestimate think thoughts satellite tap cloud mountain command ancestors work centuries hear breath watch disease accept truth satellite leaders drive farthest retreat relax enjoy ride speak years night asleep discuss future hold outer space takeover worlds collide dreary predetermine idea bring fellow night owls stories mock ideas crush night control idea think government overthrow come tell prepare night owls speak overhead apocalypse apocalypse happen sooner think read journals station prepare night owls roam earth years keep world afloat stay comfortable precious home sleep discuss discuss future future journals detail instructions machine weapons build weapons begin think harm outside world know false instinct like say discuss plan decades trust essential time explain know soon change trust safe government satellite simple time control simple sky create simple land change simple life break forward fast grow,141,0.000711238,0.048701953,0.3994404383589454,0.091191445,0.000711238,0.000711238,0.019651065,0.166292724,0.000711238,0.037278538,0.063608061,0.094372007,0.044122864,0.000711238,0.000711238,world/life,0.1571428571428571
58366,the j.b.'s,givin' up food for funk,1986,jazz,givin food funk repeat givin food funk repeat givin food funk repeat,12,0.013157895,0.013157895,0.013157895,0.013157895,0.013157895,0.013157895,0.013157895,0.013157895,0.7631578808930539,0.013157895,0.013157895,0.013157895,0.013157906,0.013157895,0.013157895,obscene,0.4857142857142857
36928,kenny rogers,three times a lady,2012,country,thank time give memories mind come rainbow loud twice time lady twice time lady share dream joy pain life live live life dear spend moment twice time lady twice time lady moments beat heart touch hold feel need apart twice time lady twice time lady,45,0.1683706498342013,0.00122399,0.2424631967501075,0.3420977547868535,0.00122399,0.00122399,0.085185585,0.00122399,0.00122399,0.025781674,0.00122399,0.00122399,0.00122399,0.1201892663464151,0.00122399,night/time,0.1142857142857142
10704,julee cruise,rockin' back inside my heart,1989,pop,tell heart tell heart want rockin inside heart want rockin inside heart rockin inside heart house eye hollywood move want rockin inside heart want rockin inside heart rockin inside heart tell heart tell heart want rockin inside heart want rockin inside heart rockin inside heart house eye hollywood move want rockin inside heart want rockin inside heart rockin inside heart hollywood remember picnic lunch go lake walk pin bird sing song come smile beautiful touch cheek kiss night go stroll wind blow hair warm wind blow wave lake hear nearby tree think forever,93,0.00074129,0.00074129,0.00074129,0.00074129,0.00074129,0.00074129,0.052013644,0.00074129,0.00074129,0.1607969999728926,0.058613553,0.00074129,0.00074129,0.4961299007432795,0.00074129,sadness,0.4428571428571428
17085,hannah montana,i'll always remember you,2010,pop,know come stand future hand dream plan know years laughter tear think walk away pain hard goodbye yesterday go gotta move thankful moments know time like photograph hold heart forever remember chapter book look memories save ahead open doors know head wish wish luck world open hard goodbye yesterday go gotta move thankful moments know time like photograph hold heart forever remember good inside time share place touch life yeah look smile laugh right cause hard goodbye yesterday go gotta move thankful moments know time like photograph hold heart forever remember remember remember,93,0.000641849,0.000641849,0.3833459136679425,0.000641849,0.014802257,0.000641849,0.1045676632723675,0.1056852658939001,0.000641849,0.000641849,0.000641849,0.000641849,0.000641849,0.1983513737253752,0.050755879,world/life,0.1428571428571428
275,jerry vale,more,1956,pop,innamorata innamorata lips meet innamorata kiss kiss sweet innamorata hold close warm wine heaven door innamorata want innamorata symphony beautiful sonata innamorata sweetheart lips meet innamorata kiss kiss sweet innamorata hold close warm wine heaven door innamorata want innamorata symphony beautiful sonata innamorata sweetheart innamorata innamorata,46,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.7065372161094341,0.001949318,0.001949318,0.001949318,0.1050305035979079,0.001949318,0.001949318,0.001949318,0.001949318,romantic,0.9142857142857144
897,the flamingos,tell me how long,1960,pop,theatre darkness spotlight centre stage place want flower dress room die single remain token life song sing forever apart song sing heart song sing heart stage darkness curtain fall,29,0.00228833,0.00228833,0.092923128,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.3335114590403992,0.00228833,0.071383947,0.00228833,0.3437874919297063,0.00228833,sadness,0.8571428571428571
21449,hank snow,melba from melbourne,1963,country,foolish notion cross wide ocean future look bright sign tanker board raise anchor stand watch golden gate fade sight nineteen days nights travel seas battle till land australia away friends miss think miss till step ashore melbourne melbourne heart yearn tear flow like wine kiss miss cause couldn care couldn forget fell little like start break hearted recall leave australian shore standin tryin hard cryin try tear south breeze whisper hold close kiss hopeless turn away leave melbourne heart yearn tear roll like wine wouldn leave couldn stay,88,0.000785546,0.000785546,0.032031353,0.000785546,0.000785546,0.000785546,0.0893126,0.000785546,0.031916148,0.000785546,0.2657016489506735,0.1668328369731422,0.000785546,0.3449519575405399,0.032445798,sadness,0.8142857142857143
39904,ella fitzgerald,i've got you under my skin,1956,blues,skin deep heart deep heart skin try say affair resist baby know damn skin sacrifice come sake have near spite warn voice come night repeat repeat know fool mentality reality time think make stop begin skin,36,0.086929756,0.3517662176973579,0.001754386,0.095495436,0.001754386,0.001754386,0.001754386,0.2207961484419612,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.186205383,0.001754386,violence,0.9142857142857144
54365,bing crosby,santa claus is comin' to town,1951,jazz,better watch better better pout tell santa comin make list check twice gonna naughty nice santa comin see sleep know awake know good good goodness sake better watch better better pout tell santa comin santa comin santa comin santa comin santa comin better watch better better pout tell santa comin make list check twice gonna naughty nice santa comin see sleep know awake know good good goodness sake better watch better better pout tell santa comin santa comin santa comin santa comin santa comin santa comin santa comin santa comin santa comin santa comin,94,0.000822368,0.000822368,0.000822368,0.057997222,0.000822368,0.000822368,0.000822368,0.09562248,0.748351664,0.000822368,0.000822368,0.000822368,0.000822368,0.000822368,0.051362973,obscene,0.9857142857142858
53546,thee oh sees,keys to the castle,2017,blues,parade candy people turn bend castle steeple flood tower body fling upper belfry witness occasion pile body garden smash hedgerow plummet stop panic ugly banquet float vile moat yeah crack skulls cobble ring home lemming message streets awful mess hand key castle change hassle start crop good people lock door castle steeple,52,0.002392345,0.4188541536779254,0.054102233,0.002392345,0.048381577,0.002392345,0.002392345,0.002392345,0.002392345,0.1112497632985567,0.002392345,0.1055728634302322,0.1344037911987986,0.002392345,0.048068896,violence,0.042857143
57321,con funk shun,tears in my eyes,1977,jazz,hear speak baby things go go remain memories word yeah know want want things right shed tear think night ohoh tear tiny tear tear tear yeah yeah worlds things different blame time catch someday pass happen notice tear yeah attention think share yeah girl tear tear tiny tear tear tear whoaoh whoaoh tear tear attention attention tear tear yeah tear tear oohoohooh oohoohoohoohooh tear tear yeah yeah yeah tear tear tiny tear yeah tear tear,75,0.018100586,0.000848896,0.000848896,0.029953379,0.1692782781745635,0.000848896,0.000848896,0.1590599857099865,0.000848896,0.000848896,0.000848896,0.000848896,0.000848896,0.5666120134644408,0.000848897,sadness,0.6142857142857143
